incnum,dtreported,stnum,stname1,stname2,loctype,ra,offensecode,offense,X,Y
8037985,10/21/2008 05:22:00 PM,XX,PUTNAM ST,,S,48,220,BURGLARY/BREAKING AND ENTERING,-71.098288,42.384009
15008950,02/27/2015 09:00:11 AM,XX,ROBINSON ST,,S,67,23F,THEFT FROM MOTOR VEHICLE,-71.101272,42.392313
12034922,08/31/2012 06:49:00 PM,XX,SARGENT AVE,,S,40,220,BURGLARY/BREAKING AND ENTERING,-71.092549,42.391309
6008981,03/19/2006 01:57:00 PM,XX,SUMMIT ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.119095,42.399602
16066324,10/19/2016 07:12:59 AM,XX,TRULL ST,,S,66,23F,THEFT FROM MOTOR VEHICLE,-71.104498,42.393691
9040256,10/30/2009 08:24:00 AM,XX,TUFTS ST,,S,16,240,MOTOR VEHICLE THEFT,-71.088069,42.381643
5016272,05/26/2005 07:43:00 PM,XX,TUFTS ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.088069,42.381643
13047086,12/24/2013 01:59:51 PM,XX,VILLAGE ST,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.105248,42.380643
9034592,09/18/2009 07:05:00 AM,XX,VINAL AVE,,S,62,23F,THEFT FROM MOTOR VEHICLE,-71.097617,42.383295
8038985,10/28/2008 10:49:00 PM,XX,WALNUT ST,,S,22,120,ROBBERY,-71.096271,42.382047
12034241,08/27/2012 02:30:00 PM,XX,WARE ST,,S,127,23F,THEFT FROM MOTOR VEHICLE,-71.127321,42.405233
9018116,05/21/2009 01:35:00 PM,XX,WARWICK ST,,S,68,240,MOTOR VEHICLE THEFT,-71.109996,42.39415
8016888,05/20/2008 11:36:00 AM,XX,WASHINGTON ST,,B,15,23F,THEFT FROM MOTOR VEHICLE,-71.081966,42.38202
7019796,06/05/2007 10:21:00 PM,XX,WASHINGTON ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.081966,42.38202
5006400,02/27/2005 08:41:00 AM,XX,WESTMINSTER ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.126246,42.403189
8036499,10/10/2008 08:07:00 PM,XX,WESTMINSTER ST,,S,121,23F,THEFT FROM MOTOR VEHICLE,-71.126246,42.403189
11002595,01/21/2011 01:03:00 PM,XX,WIGGLESWORTH ST,,S,9,220,BURGLARY/BREAKING AND ENTERING,-71.091385,42.38793
9024662,07/06/2009 03:17:00 PM,XX,WILLOW AVE,,S,100,220,BURGLARY/BREAKING AND ENTERING,-71.118172,42.392
10011923,04/15/2010 11:46:00 AM,XX,WILLOW AVE,,S,100,23F,THEFT FROM MOTOR VEHICLE,-71.118172,42.392
7003187,01/29/2007 10:56:00 AM,XX,WILLOW AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.118172,42.392
11008446,03/09/2011 12:49:00 PM,XX,WISCONSIN AVE,,S,6,23F,THEFT FROM MOTOR VEHICLE,-71.084308,42.388427
10016644,05/22/2010 12:34:00 PM,XX,WISCONSIN AVE,,S,6,23F,THEFT FROM MOTOR VEHICLE,-71.084308,42.388427
9015589,05/03/2009 07:11:00 PM,XX,WISCONSIN AVE,,S,6,23F,THEFT FROM MOTOR VEHICLE,-71.084308,42.388427
12029234,07/26/2012 11:48:00 AM,XX,WISCONSIN AVE,,S,6,23F,THEFT FROM MOTOR VEHICLE,-71.084308,42.388427
7045606,12/18/2007 12:08:00 AM,XX,WYATT ST,,S,58,120,ROBBERY,-71.101043,42.376844
11021689,07/05/2011 12:48:00 PM,2XX,ELM ST,,B,107,120,ROBBERY,-71.121536,42.394716
14015983,05/21/2014 11:45:27 AM,2XX,HIGHLAND AVE,,B,73,120,ROBBERY,-71.108726,42.390484
7007544,03/06/2007 07:04:00 AM,2XX,HIGHLAND AVE,,S,NA,120,ROBBERY,-71.108726,42.390484
10000241,01/03/2010 07:12:00 AM,2XX,HIGHLAND AVE,,B,73,23F,THEFT FROM MOTOR VEHICLE,-71.108726,42.390484
8042531,11/23/2008 04:07:00 PM,2XX,HIGHLAND AVE,,B,73,120,ROBBERY,-71.108726,42.390484
10013398,04/28/2010 01:07:00 AM,2XX,HIGHLAND AVE,,B,73,120,ROBBERY,-71.108726,42.390484
14001699,01/16/2014 02:06:22 AM,2XX,HIGHLAND AVE,,B,73,120,ROBBERY,-71.108726,42.390484
15034153,07/17/2015 10:37:24 AM,2XX,HIGHLAND AVE,,B,73,120,ROBBERY,-71.108726,42.390484
8003767,02/01/2008 08:05:00 PM,2XX,HIGHLAND AVE,,B,73,23F,THEFT FROM MOTOR VEHICLE,-71.108726,42.390484
14015627,05/18/2014 02:17:51 PM,2XX,HIGHLAND AVE,,B,73,120,ROBBERY,-71.108726,42.390484
7006907,03/01/2007 09:01:00 PM,2XX,HIGHLAND AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.108726,42.390484
10003128,01/30/2010 05:06:00 PM,2XX,HIGHLAND AVE,,B,73,23F,THEFT FROM MOTOR VEHICLE,-71.108726,42.390484
14046011,12/28/2014 12:01:01 AM,2XX,HIGHLAND AVE,,B,73,120,ROBBERY,-71.108726,42.390484
7025057,07/11/2007 08:31:00 PM,2XX,HOLLAND ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.126948,42.402614
8000924,01/08/2008 09:58:00 PM,2XX,HOLLAND ST,,B,122,120,ROBBERY,-71.126948,42.402614
9034732,09/19/2009 02:40:00 AM,2XX,POWDER HOUSE BLVD,,S,127,120,ROBBERY,-71.129226,42.406881
13043126,11/18/2013 05:45:11 PM,2XX,SOMERVILLE AVE,,B,25,23F,THEFT FROM MOTOR VEHICLE,-71.09206,42.378274
7003335,01/30/2007 12:28:00 PM,2XX,SOMERVILLE AVE,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09206,42.378274
13033312,09/01/2013 06:38:28 AM,2XX,SOMERVILLE AVE,,S,25,220,BURGLARY/BREAKING AND ENTERING,-71.09206,42.378274
11042224,12/08/2011 07:58:00 AM,2XX,MORRISON AVE,,S,104,23F,THEFT FROM MOTOR VEHICLE,-71.120117,42.397491
8024729,07/17/2008 12:57:00 PM,2XX,POWDER HOUSE BLVD,,S,127,220,BURGLARY/BREAKING AND ENTERING,-71.129276,42.407023
9044036,12/01/2009 07:50:00 AM,2XX,WASHINGTON ST,,B,24,23F,THEFT FROM MOTOR VEHICLE,-71.093059,42.379593
13008505,03/01/2013 10:01:09 AM,2XX,WILLOW AVE,,S,86,23F,THEFT FROM MOTOR VEHICLE,-71.113683,42.398538
13003214,01/23/2013 07:41:00 AM,2XX,CEDAR ST,,S,88,23F,THEFT FROM MOTOR VEHICLE,-71.109822,42.395937
14007259,03/07/2014 11:02:39 AM,2XX,CEDAR ST,,S,88,240,MOTOR VEHICLE THEFT,-71.109822,42.395937
8029962,08/25/2008 10:12:00 AM,2XX,ELM ST,,S,106,220,BURGLARY/BREAKING AND ENTERING,-71.121383,42.394737
8038891,10/28/2008 09:40:00 AM,2XX,ELM ST,,B,106,220,BURGLARY/BREAKING AND ENTERING,-71.121383,42.394737
8001405,01/12/2008 05:55:00 PM,2XX,ELM ST,,B,106,120,ROBBERY,-71.121383,42.394737
8007203,03/02/2008 06:17:00 AM,2XX,HIGHLAND AVE,,S,70,220,BURGLARY/BREAKING AND ENTERING,-71.108856,42.390674
12041231,10/12/2012 06:29:00 PM,2XX,PEARL ST,,S,42,23F,THEFT FROM MOTOR VEHICLE,-71.094349,42.387776
13013007,04/03/2013 03:12:54 PM,2XX,SCHOOL ST,,S,39,240,MOTOR VEHICLE THEFT,-71.095422,42.391625
6022401,07/02/2006 07:42:00 PM,2XX,TREMONT ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.095778,42.37524
5006822,03/03/2005 05:42:00 AM,2XX,ELM ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.121652,42.394876
11012447,04/15/2011 12:17:00 PM,2XX,ELM ST,,B,107,120,ROBBERY,-71.121652,42.394876
7020566,06/10/2007 06:08:00 PM,2XX,SCHOOL ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.095554,42.391675
8016204,05/14/2008 08:01:00 PM,2XX,SCHOOL ST,,S,39,220,BURGLARY/BREAKING AND ENTERING,-71.095554,42.391675
13040831,10/30/2013 06:19:05 PM,2XX,WILLOW AVE,,S,86,220,BURGLARY/BREAKING AND ENTERING,-71.113884,42.398487
11001542,01/14/2011 10:37:00 AM,2XX,ELM ST,,S,106,220,BURGLARY/BREAKING AND ENTERING,-71.12139,42.394747
8027803,08/09/2008 07:42:00 PM,2XX,HIGHLAND AVE,,B,70,120,ROBBERY,-71.10902,42.390751
8031903,09/08/2008 07:36:00 AM,2XX,HIGHLAND AVE,,S,70,23F,THEFT FROM MOTOR VEHICLE,-71.10902,42.390751
7001599,01/14/2007 10:10:00 PM,2XX,HIGHLAND AVE,,S,NA,120,ROBBERY,-71.10902,42.390751
5019358,06/20/2005 03:50:00 PM,2XX,HIGHLAND AVE,,,NA,120,ROBBERY,-71.10902,42.390751
6026304,07/31/2006 07:47:00 AM,2XX,HIGHLAND AVE,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.10902,42.390751
5001973,01/19/2005 10:08:00 AM,2XX,HIGHLAND AVE,,,NA,120,ROBBERY,-71.10902,42.390751
10039027,11/23/2010 09:55:00 AM,2XX,PEARL ST,,S,42,23F,THEFT FROM MOTOR VEHICLE,-71.094465,42.387811
10016398,05/20/2010 05:13:00 PM,2XX,TREMONT ST,,S,29,220,BURGLARY/BREAKING AND ENTERING,-71.095764,42.375258
11005597,02/09/2011 06:52:00 PM,2XX,TREMONT ST,,S,29,220,BURGLARY/BREAKING AND ENTERING,-71.095764,42.375258
6035179,10/07/2006 10:18:00 AM,2XX,TREMONT ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.095764,42.375258
11005588,02/09/2011 05:07:00 PM,2XX,TREMONT ST,,S,29,220,BURGLARY/BREAKING AND ENTERING,-71.095764,42.375258
15001013,01/08/2015 02:21:09 PM,23XX,ELM ST,,B,106,220,BURGLARY/BREAKING AND ENTERING,-71.12139,42.394747
14007810,03/12/2014 02:36:19 AM,23XX,ELM ST,,S,106,220,BURGLARY/BREAKING AND ENTERING,-71.12139,42.394747
7040191,10/30/2007 10:06:00 PM,2XX,BROADWAY,,S,8,23F,THEFT FROM MOTOR VEHICLE,-71.089443,42.390108
7039763,10/27/2007 02:06:00 PM,2XX,BROADWAY,,S,8,23F,THEFT FROM MOTOR VEHICLE,-71.089443,42.390108
7039756,10/27/2007 01:35:00 PM,2XX,BROADWAY,,S,8,23F,THEFT FROM MOTOR VEHICLE,-71.089443,42.390108
8003580,01/31/2008 09:43:00 AM,2XX,BROADWAY,,S,8,240,MOTOR VEHICLE THEFT,-71.089443,42.390108
7009601,03/22/2007 10:36:00 AM,2XX,CEDAR ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.109757,42.396028
8022709,07/02/2008 09:34:00 PM,2XX,CEDAR ST,,S,88,220,BURGLARY/BREAKING AND ENTERING,-71.109757,42.396028
5034423,10/19/2005 05:21:00 AM,2XX,HIGHLAND AVE,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.109099,42.390658
17027668,05/11/2017 03:44:50 PM,2XX,SCHOOL ST,,S,39,220,BURGLARY/BREAKING AND ENTERING,-71.095262,42.391857
9014005,04/22/2009 03:07:00 PM,2XX,SCHOOL ST,,S,39,23F,THEFT FROM MOTOR VEHICLE,-71.095262,42.391857
16076332,12/04/2016 09:12:15 AM,2XX,TREMONT ST,,S,29,23F,THEFT FROM MOTOR VEHICLE,-71.09575,42.375276
13040822,10/30/2013 04:26:34 PM,2XX,BROADWAY,,S,8,23F,THEFT FROM MOTOR VEHICLE,-71.089559,42.390164
5023752,07/26/2005 01:59:00 PM,2XX,SCHOOL ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.095395,42.391906
5029658,09/11/2005 02:25:00 AM,2XX,WASHINGTON ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.093637,42.379508
5028009,08/29/2005 09:43:00 AM,2XX,WASHINGTON ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.093637,42.379508
5027500,08/25/2005 09:57:00 AM,2XX,WASHINGTON ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.093637,42.379508
5020924,07/03/2005 09:26:00 AM,2XX,ELM ST,,,NA,120,ROBBERY,-71.121473,42.394861
17002954,01/15/2017 09:45:23 AM,2XX,ELM ST,,B,106,220,BURGLARY/BREAKING AND ENTERING,-71.121473,42.394861
12046742,11/22/2012 06:03:00 AM,2XX,ELM ST,,B,106,220,BURGLARY/BREAKING AND ENTERING,-71.121473,42.394861
11028352,08/30/2011 09:28:00 AM,2XX,SUMMER ST,,S,72,220,BURGLARY/BREAKING AND ENTERING,-71.11205,42.389468
13040835,10/30/2013 06:53:36 PM,2XX,TREMONT ST,,S,29,220,BURGLARY/BREAKING AND ENTERING,-71.095736,42.375295
7034544,09/19/2007 09:28:00 AM,XX,ALDERSEY ST,,S,62,23F,THEFT FROM MOTOR VEHICLE,-71.096234,42.382973
12037405,09/16/2012 10:15:00 AM,XX,AVON ST,,S,46,23F,THEFT FROM MOTOR VEHICLE,-71.101226,42.385283
7005495,02/17/2007 05:47:00 PM,XX,BENEDICT ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.080096,42.387337
10014707,05/07/2010 10:41:00 PM,XX,CALVIN ST,,S,58,220,BURGLARY/BREAKING AND ENTERING,-71.10407,42.377949
10035444,10/20/2010 06:40:00 PM,XX,CAMBRIA ST,,S,75,23F,THEFT FROM MOTOR VEHICLE,-71.104656,42.387444
9041166,11/06/2009 12:55:00 PM,XX,CAMERON AVE,,S,125,220,BURGLARY/BREAKING AND ENTERING,-71.126968,42.40026
13028248,07/25/2013 06:00:49 PM,XX,CHARLESTOWN ST,,S,25,220,BURGLARY/BREAKING AND ENTERING,-71.092652,42.376839
6036295,10/16/2006 05:36:00 PM,XX,CHARLESTOWN ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.092652,42.376839
7017448,05/21/2007 11:55:00 AM,XX,CHARLESTOWN ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.092652,42.376839
17023470,04/22/2017 06:51:21 AM,XX,CHERRY ST,,S,98,23F,THEFT FROM MOTOR VEHICLE,-71.115766,42.390371
6022315,07/02/2006 01:24:00 AM,XX,CHERRY ST,,S,NA,120,ROBBERY,-71.115766,42.390371
12010636,03/22/2012 09:04:00 AM,XX,CHESTER ST,,S,109,23F,THEFT FROM MOTOR VEHICLE,-71.123989,42.393838
7037018,10/06/2007 09:19:00 AM,XX,COLLEGE AVE,,B,116,220,BURGLARY/BREAKING AND ENTERING,-71.121909,42.397256
15004534,01/31/2015 04:57:04 PM,XX,COLLEGE AVE,,B,116,220,BURGLARY/BREAKING AND ENTERING,-71.121909,42.397256
11034113,10/13/2011 04:11:00 PM,XX,COTTAGE AVE,,S,109,23F,THEFT FROM MOTOR VEHICLE,-71.122485,42.394124
10006844,03/05/2010 01:10:00 PM,XX,COTTAGE AVE,,S,109,220,BURGLARY/BREAKING AND ENTERING,-71.122485,42.394124
14041228,11/22/2014 10:48:47 PM,XX,DANA ST,,S,9,240,MOTOR VEHICLE THEFT,-71.090418,42.387459
5004731,02/11/2005 08:17:00 AM,XX,DANA ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.090418,42.387459
7031764,08/29/2007 08:17:00 PM,XX,DANA ST,,S,9,220,BURGLARY/BREAKING AND ENTERING,-71.090418,42.387459
6030804,09/04/2006 10:14:00 AM,XX,DANE AVE,,S,NA,240,MOTOR VEHICLE THEFT,-71.103576,42.380346
7037153,10/07/2007 07:29:00 AM,XX,DANE ST,,S,54,23F,THEFT FROM MOTOR VEHICLE,-71.1039,42.381499
10037044,11/03/2010 11:45:00 PM,XX,ELLINGTON RD,,S,92,220,BURGLARY/BREAKING AND ENTERING,-71.119044,42.395797
14044061,12/13/2014 08:52:05 PM,XX,FARRAGUT AVE,,S,130,23F,THEFT FROM MOTOR VEHICLE,-71.13023,42.404283
12037831,09/18/2012 11:18:00 PM,XX,FELLSWAY W,,S,37,220,BURGLARY/BREAKING AND ENTERING,-71.089403,42.391566
13008811,03/03/2013 12:30:58 PM,XX,FELLSWAY W,,S,37,220,BURGLARY/BREAKING AND ENTERING,-71.089403,42.391566
17003116,01/16/2017 09:58:18 AM,XX,FLORENCE ST,,S,15,220,BURGLARY/BREAKING AND ENTERING,-71.08321,42.382827
7041571,11/11/2007 01:14:00 PM,XX,FOSKETT ST,,S,89,23F,THEFT FROM MOTOR VEHICLE,-71.115941,42.397188
7043599,11/30/2007 08:28:00 AM,XX,FOSKETT ST,,S,89,23F,THEFT FROM MOTOR VEHICLE,-71.115941,42.397188
15056712,11/17/2015 07:48:55 AM,XX,FRANCESCA AV,,S,104,23F,THEFT FROM MOTOR VEHICLE,-71.119064,42.398844
15016604,04/15/2015 07:01:52 AM,XX,FRANCESCA AVE,,S,104,23F,THEFT FROM MOTOR VEHICLE,-71.119064,42.398844
8013130,04/19/2008 01:33:00 PM,XX,FRANKLIN ST,,S,12,240,MOTOR VEHICLE THEFT,-71.083506,42.385411
10034638,10/13/2010 09:49:00 AM,XX,FRANKLIN ST,,S,12,240,MOTOR VEHICLE THEFT,-71.083506,42.385411
9031833,08/27/2009 07:03:00 PM,XX,FREMONT ST,,S,33,220,BURGLARY/BREAKING AND ENTERING,-71.098728,42.397528
9031861,08/27/2009 07:03:00 PM,XX,FREMONT ST,,S,33,220,BURGLARY/BREAKING AND ENTERING,-71.098728,42.397528
10017707,05/29/2010 08:37:00 PM,XX,FREMONT ST,,S,33,23F,THEFT FROM MOTOR VEHICLE,-71.098728,42.397528
12041451,10/14/2012 09:07:00 AM,XX,GIBBENS ST,,S,75,23F,THEFT FROM MOTOR VEHICLE,-71.104981,42.388203
7044229,12/06/2007 06:45:00 AM,XX,GLENDALE AVE,,S,124,23F,THEFT FROM MOTOR VEHICLE,-71.12862,42.399351
14031347,09/14/2014 08:07:00 PM,XX,GORDON ST,,S,131,240,MOTOR VEHICLE THEFT,-71.128314,42.412206
9035530,09/25/2009 09:50:00 AM,XX,GRANDVIEW AVE,,S,48,240,MOTOR VEHICLE THEFT,-71.095065,42.384728
11010949,04/01/2011 12:36:00 PM,XX,GRANT ST,,S,37,23F,THEFT FROM MOTOR VEHICLE,-71.090744,42.392456
8023387,07/07/2008 07:11:00 PM,XX,GRANT ST,,S,37,220,BURGLARY/BREAKING AND ENTERING,-71.090744,42.392456
13027728,07/21/2013 05:35:05 PM,XX,HALL AVE,,S,104,220,BURGLARY/BREAKING AND ENTERING,-71.119905,42.39837
7045220,12/14/2007 06:16:00 PM,XX,HAMLET ST,,S,21,23F,THEFT FROM MOTOR VEHICLE,-71.092828,42.384093
7027182,07/27/2007 05:22:00 AM,XX,HAROLD ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.102293,42.37643
15016551,04/14/2015 09:42:07 PM,XX,HIGH ST,,S,131,23F,THEFT FROM MOTOR VEHICLE,-71.129453,42.40972
6015529,05/10/2006 06:56:00 PM,XX,HORACE ST,,,NA,240,MOTOR VEHICLE THEFT,-71.089491,42.375032
7003668,02/02/2007 10:17:00 AM,XX,HOWARD ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.126075,42.397809
7006141,02/23/2007 09:04:00 AM,XX,JAY ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.12494,42.398802
7013061,04/18/2007 02:08:00 PM,XX,KINGSTON ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.126553,42.39705
8032286,09/11/2008 04:07:00 AM,XX,LAKE ST,,S,54,23F,THEFT FROM MOTOR VEHICLE,-71.099741,42.380146
6015240,05/08/2006 03:14:00 PM,XX,LINCOLN ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.081238,42.385729
9043801,11/28/2009 11:57:00 PM,XX,LINCOLN ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.081238,42.385729
12047377,11/27/2012 06:21:00 PM,XX,LINCOLN ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.081238,42.385729
13009389,03/07/2013 05:22:19 PM,XX,LINDEN AVE,,S,76,220,BURGLARY/BREAKING AND ENTERING,-71.113885,42.388265
8005941,02/20/2008 10:31:00 AM,XX,MAIN ST,,S,36,220,BURGLARY/BREAKING AND ENTERING,-71.098059,42.395761
8017478,05/24/2008 10:54:00 PM,XX,MARION ST,,S,58,120,ROBBERY,-71.100188,42.377246
10017502,05/28/2010 08:51:00 AM,XX,MICHIGAN AVE,,S,6,23F,THEFT FROM MOTOR VEHICLE,-71.083787,42.388192
9039919,10/27/2009 11:29:00 AM,XX,MICHIGAN AVE,,S,6,240,MOTOR VEHICLE THEFT,-71.083787,42.388192
12007152,02/26/2012 09:16:00 AM,XX,MILTON ST,,S,109,23F,THEFT FROM MOTOR VEHICLE,-71.123491,42.393146
7010021,03/25/2007 02:34:00 PM,XX,MORELAND ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.098009,42.396958
7010945,03/31/2007 08:27:00 PM,XX,MORRISON AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.112054,42.394709
17025874,05/03/2017 06:22:23 PM,XX,MT VERNON ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.079464,42.385251
5004846,02/12/2005 03:58:00 AM,XX,NORTH ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.130912,42.406537
5013076,04/30/2005 02:18:00 AM,XX,NORTH ST,,,NA,120,ROBBERY,-71.130912,42.406537
6034909,10/05/2006 07:50:00 AM,XX,NORTH ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.130912,42.406537
6018649,06/04/2006 02:39:00 PM,XX,NORTH ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.130912,42.406537
8013981,04/26/2008 02:46:00 PM,XX,NORTH ST,,S,132,240,MOTOR VEHICLE THEFT,-71.130912,42.406537
5025418,08/08/2005 01:03:00 PM,XX,NORTH ST,,,NA,240,MOTOR VEHICLE THEFT,-71.130912,42.406537
8000907,01/08/2008 07:59:00 PM,XX,NORTH ST,,B,132,120,ROBBERY,-71.130912,42.406537
11018102,06/04/2011 07:31:00 AM,XX,OTIS ST,,S,10,23F,THEFT FROM MOTOR VEHICLE,-71.088271,42.387397
13019511,05/19/2013 10:22:41 PM,XX,PACKARD AVE,,S,120,220,BURGLARY/BREAKING AND ENTERING,-71.124534,42.403033
9019318,05/29/2009 04:47:00 PM,XX,PARTRIDGE AVE,,S,66,23F,THEFT FROM MOTOR VEHICLE,-71.103934,42.393587
13023376,06/18/2013 08:50:46 AM,XX,PAULINA ST,,S,123,23F,THEFT FROM MOTOR VEHICLE,-71.124948,42.400369
8008111,03/10/2008 08:11:00 AM,XX,PAULINA ST,,S,123,23F,THEFT FROM MOTOR VEHICLE,-71.124948,42.400369
7004714,02/11/2007 01:13:00 PM,XX,PAULINA ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.124948,42.400369
13019618,05/20/2013 07:46:49 PM,XX,PEMBROKE ST,,S,43,220,BURGLARY/BREAKING AND ENTERING,-71.100872,42.390816
14004157,02/05/2014 06:00:26 PM,XX,PENNSYLVANIA AVE,,S,7,220,BURGLARY/BREAKING AND ENTERING,-71.081476,42.387797
6023365,07/09/2006 10:46:00 PM,XX,PERRY ST,,S,NA,120,ROBBERY,-71.101378,42.379019
8045599,12/18/2008 06:23:00 AM,XX,PINCKNEY ST,,S,15,23F,THEFT FROM MOTOR VEHICLE,-71.082475,42.382844
7033033,09/08/2007 04:16:00 AM,XX,PINCKNEY ST,,S,15,220,BURGLARY/BREAKING AND ENTERING,-71.082475,42.382844
7022311,06/22/2007 08:26:00 AM,XX,PINCKNEY ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.082475,42.382844
15042063,08/25/2015 01:43:00 PM,XX,PITMAN ST,,S,79,220,BURGLARY/BREAKING AND ENTERING,-71.108593,42.384233
12043457,10/28/2012 08:44:00 AM,XX,PORTER ST,,S,76,23F,THEFT FROM MOTOR VEHICLE,-71.112996,42.387415
14015307,05/15/2014 09:01:06 PM,XX,POWDER HOUSE TERR,,S,103,220,BURGLARY/BREAKING AND ENTERING,-71.117368,42.399291
7000923,01/08/2007 10:28:00 PM,XX,POWDER HOUSE TERR,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.117368,42.399291
13024783,06/28/2013 07:36:50 PM,XX,PURITAN RD,,S,32,240,MOTOR VEHICLE THEFT,-71.086352,42.396108
9005231,02/10/2009 12:05:00 PM,XX,PUTNAM RD,,S,32,220,BURGLARY/BREAKING AND ENTERING,-71.086211,42.396861
10023162,07/10/2010 04:37:00 AM,XX,ROBINSON ST,,S,67,23F,THEFT FROM MOTOR VEHICLE,-71.101369,42.392209
11025236,08/04/2011 09:11:00 AM,XX,RUSH ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.085649,42.387226
15048998,10/03/2015 08:53:40 PM,XX,SCHOOL ST,,S,49,220,BURGLARY/BREAKING AND ENTERING,-71.101522,42.382891
9031045,08/21/2009 03:06:00 PM,XX,STONE AVE,,S,24,220,BURGLARY/BREAKING AND ENTERING,-71.09544,42.380404
5011121,04/12/2005 06:14:00 PM,XX,SUMMIT AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.095748,42.383717
17044648,07/22/2017 10:58:51 PM,XX,TEMPLE ST,,S,36,23F,THEFT FROM MOTOR VEHICLE,-71.09287,42.393333
16046948,07/31/2016 01:58:46 PM,XX,TEN HILLS RD,,S,32,240,MOTOR VEHICLE THEFT,-71.085969,42.39499
12013152,04/08/2012 07:17:00 PM,XX,THORNDIKE ST,,S,114,220,BURGLARY/BREAKING AND ENTERING,-71.125031,42.397778
12047589,11/29/2012 01:03:00 AM,XX,UNION SQ,,B,52,120,ROBBERY,-71.096654,42.379984
9031732,08/27/2009 04:26:00 AM,XX,WALLACE ST,,S,112,220,BURGLARY/BREAKING AND ENTERING,-71.123182,42.398573
10034293,10/10/2010 12:41:00 AM,XX,WARNER ST,,S,101,23F,THEFT FROM MOTOR VEHICLE,-71.115586,42.401825
15016128,04/12/2015 03:10:44 PM,XX,WATERHOUSE ST,,S,134,23F,THEFT FROM MOTOR VEHICLE,-71.132102,42.405471
11010993,04/01/2011 06:51:00 PM,XX,WEBSTER AVE,,S,28,23F,THEFT FROM MOTOR VEHICLE,-71.095993,42.378548
10032853,09/28/2010 01:55:00 AM,XX,WEBSTER ST,,S,12,23F,THEFT FROM MOTOR VEHICLE,-71.084813,42.3856
7032130,09/01/2007 10:44:00 AM,XX,WEBSTER ST,,S,12,220,BURGLARY/BREAKING AND ENTERING,-71.084813,42.3856
7034070,09/15/2007 07:47:00 PM,XX,WHEATLAND ST,,S,37,23F,THEFT FROM MOTOR VEHICLE,-71.090175,42.39193
12046822,11/23/2012 07:57:00 AM,XX,WILLOUGHBY ST,,S,44,23F,THEFT FROM MOTOR VEHICLE,-71.102022,42.38976
5021324,07/06/2005 05:05:00 PM,XX,WILTON ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.106258,42.394739
15048412,09/30/2015 08:43:15 AM,XX,WINDOM ST,,S,95,23F,THEFT FROM MOTOR VEHICLE,-71.120167,42.393057
6016191,05/16/2006 04:10:00 PM,XX,WINTER ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.122381,42.39715
5019444,06/21/2005 11:49:00 AM,XX,WYATT ST,,,NA,240,MOTOR VEHICLE THEFT,-71.101192,42.376884
